gloss,text
"DESC-LATTER WILL DESC-THUS DEMONSTRATE DESC-GENUINE DESC-POLITICAL COHERENCE AND WILL SPEAK WITH ONE VOICE ON DESC-INTERNATIONAL STAGE .
","the latter will thus demonstrate genuine political coherence and will speak with one voice on the international stage .
"
"X-IT CAN DESC-ONLY EMERGE DESC-GREATER FROM THIS , AND X-ITS ACTION WILL BE MORE DESC-LEGITIMATE AND DESC-EFFECTIVE .
","it can only emerge greater from this , and its actions will be more legitimate and effective .
"
"PROPOSAL MAKE BY BARONESS ASHTON BE DESC-UNACCEPTABLE .
","the proposal made by baroness ashton is unacceptable .
"
"X-I SHALL VOTE AGAINST THIS TEXT .
","i shall vote against this text .
"
"TODAY X-POSS VOTE LAY FOUNDATION FOR DESC-STRONG DESC-DIPLOMATIC SERVICE AT EUROPEAN UNION LEVEL .
","today's vote lays the foundations for a strong diplomatic service at european union level .
"
"DESC-MOREOVER , AT DESC-LEAST 60 % STAFF THIS DESC-NEW SERVICE WILL BE EU OFFICIAL .
","moreover , at least 60 % of the staff of this new service will be eu officials .
"
"THIS REPORT WILL ENSURE GEOGRAPHICAL BALANCE AS DESC-WELL AS DESC-BETTER COHERENCE BETWEEN DESC-DIFFERENT ASPECT EEAS .
","this report will ensure geographical balance as well as better coherence between the different aspects of the eeas .
"
"X-IT BE DESC-NOT ABOUT DUPLICATE DESC-DIPLOMATIC SERVICE WITHIN EU , BUT ABOUT STRENGN EU X-POSS DESC-DIPLOMATIC SERVICE .
","it is not about duplicating diplomatic services within the eu , but about strengthening the eu's diplomatic services .
"
"X-IT WILL ALLOW EU TO EXERT DESC-REAL INFLUENCE IN DESC-INTERNATIONAL ARENA .
","it will allow the eu to exert a real influence in the international arena .
"
"THIS BE CHANCE FOR EUROPEAN UNION BUT DESC-ALSO FOR X-ITS MEMBER STATE .
","this is a chance for the european union but also for its member states .
"
"DESC-TIMELY COORDINATION DESC-DIFFERENT AREA EU DESC-EXTERNAL POLICY BY COMMISSION BE DESC-CLEARLY DESC-IMPORTANT .
","timely coordination of the different areas of eu external policy by the commission is clearly important .
"
"THIS INCLUDE , IN DESC-PARTICULAR , FOOTNOTE THAT BE ADOPT IN TEXT TODAY .
","this includes , in particular , the footnotes that were adopted in the text today .
"
"DESC-BETTER SERVICE COULD HAVE BE DESC-POSSIBLE , THOUGH .
","a better service could have been possible , though .
"
"X-WE SUPPORT COMPROMISE BECAUSE PARLIAMENT MANAGE TO IMPROVE M ASHTON X-POSS DESC-ORIGINAL PROPOSAL DESC-CONSIDERABLY .
","we support the compromise because parliament managed to improve ms ashton's original proposal considerably .
"
"DEAL BE DESC-NOT DESC-FLAWLESS , DESC-HOWEVER .
","the deal is not flawless , however .
"
"X-Y MUST WORK DESC-TOGER , CREATE DESC-COMMON ESPRIT DE CORPS AND OVERCOME DESC-DIVISIVE COMPETITION .
","they must work together , create a common esprit de corps and overcome divisive competition .
"
"IN ANY CASE , SE COST SHOULD BE WITHIN SENSIBLE AND DESC-COMPREHENSIBLE LIMIT .
","in any case , these costs should be within sensible and comprehensible limits .
"
"IN THIS REGARD , X-WE MUST UTILISE SYNERGY IN ORDER TO ACHIEVE MAXIMUM QUALITY AND COST SAVINGS .
","in this regard , we must utilise synergies in order to achieve maximum quality and cost savings .
"
"KOSOVO BE PART DESC-VERY DESC-SENSITIVE GEOGRAPHICAL ZONE , ON WHICH EU SHOULD MAINTAIN DESC-CONSTANT FOCUS .
","kosovo is part of a very sensitive geographical zone , on which the eu should maintain constant focus .
"
"X-IT BE WITHOUT HESITATION THAT X-I SUPPORT THIS RESOLUTION , WHICH ADDRESS SE DESC-IMPORTANT ISSUE .
","it is without hesitation that I support this resolution , which addresses these important issues .
"
"RESOLUTION DESC-ALSO CALL FOR DESC-EVEN DESC-STRONGER PRESENCE EULEX IN KOSOVO .
","the resolution also calls for an even stronger presence of eulex in kosovo .
"
"PT X-I VOTE AGAINST THIS RESOLUTION .
","in writing . pt I voted against this resolution .
"
"PT KOSOVO HAVE DESC-STILL DESC-NOT RECEIVE DESC-UNANIMOUS RECOGNITION BY MEMBER STATE .
","in writing . pt kosovo has still not received unanimous recognition by the member states .
"
"KOSOVO DESC-STILL HAVE DESC-LONG WAY TO GO .
","kosovo still has a long way to go .
"
"FOR SE REASON , X-I CAN DESC-NOT SUPPORT MR LUNACEK X-POSS MOTION FOR RESOLUTION .
","for these reasons , I cannot support mrs lunacek's motion for a resolution .
"
"X-IT HAVE DESC-REFORE HAVE NO DESC-REAL IMPACT ON SITUATION IN COUNTRY DESC-SO DESC-FAR .
","it has therefore had no real impact on the situation in the country so far .
"
"DESC-RAMPANT , DESC-WIDESPREAD CORRUPTION AND SMUGGLING WEAPON AND DRUG SOW UNREST IN REGION .
","the rampant , widespread corruption and the smuggling of weapons and drugs sow unrest in the region .
"
"X-IT BE DESC-STRANGE THAT CURRENCY IN THIS TERRITORY BE EURO .
","it is strange that the currency in this territory is the euro .
"
"DESC-PARTICULARLY AS DESC-BASIC PRECONDITION FOR USE DESC-COMMON EUROPEAN CURRENCY HAVE DESC-NOT DESC-EVEN DESC-SUPERFICIALLY BE MEET .
","particularly as the basic preconditions for using the common european currency have not even superficially been met .
"
"THIS ATTACK TAKE PLACE FOUR DAY AFTER EXPLOSION IN MITROVICA DURING SERB DEMONSTRATION .
","this attack took place four days after the explosion in mitrovica during a serb demonstration .
"
"EU DESC-BASICALLY NEED TO DEAL WITH PROCESS ESTABLISH DEMOCRACY AND REINFORCE STABILITY IN KOSOVO .
","the eu basically needs to deal with the process of establishing democracy and reinforcing stability in kosovo .
"
"FIVE EU MEMBER STATE , INCLUDE FRANCE , HAVE DESC-NOT RECOGNIZE KOSOVO X-POSS INDEPENDENCE .
","five eu member states , including france , have not recognised kosovo's independence .
"
"DESC-CONSEQUENTLY , X-IT BE DESC-UNACCEPTABLE TO DESC-PRESENT REPORT TODAY THAT ADVOCATE INTEGRATION KOSOVO INTO EU .
","consequently , it is unacceptable to present a report today that advocates the integration of kosovo into the eu .
"
"X-I SHALL VOTE AGAINST THIS DESC-UNACCEPTABLE AND DESC-PROVOCATIVE TEXT .
","i shall vote against this unacceptable and provocative text .
"
"THIS BE SIGNAL ENCOURAGEMENT FOR GOVERNMENT AS DESC-WELL AS CITIZEN KOSOVO .
","this is a signal of encouragement for the government as well as the citizens of kosovo .
"
"WITH THIS RESOLUTION , PARLIAMENT BE IN FAVOR START TALK ON VISA LIBERALISATION AS DESC-SOON AS DESC-POSSIBLE .
","with this resolution , parliament is in favour of starting talks on visa liberalisation as soon as possible .
"
"THAT BE WHY X-IT WILL NEED ALL X-WE SUPPORT .
","that is why it will need all our support .
"
"UNION SHOULD CONTINUE X-ITS STRATEGY EXPANSION IN DESC-GRADUAL AND DESC-STRICT MANNER .
","the union should continue its strategy of expansion in a gradual and strict manner .
"
"DESC-NEVERLESS , EVERYONE KNOW THAT ROAD TO JOIN UNION BE DEMAND ONE .
","nevertheless , everyone knows that the road to joining the union is a demanding one .
"
"CONDITION GOVERN ENTRY TO EU BE DESC-CLEAR AND DESC-WELL KNOW , AND DESC-NOT DESC-ALWAYS DESC-EASY TO FULFIL .
","the conditions governing entry to the eu are clear and well known , and not always easy to fulfil .
"
"X-I HOPE THAT ALBANIUM PROCEEDS ALONG X-ITS WAY TOWARDS UNION IN DETERMINE AND DESC-UNHESITATING MANNER .
","i hope that albania proceeds along its way towards the union in a determined and unhesitating manner .
"
"X-IT BE OUT FRIENDSHIP FOR DESC-ALBANIAN THAT X-I VOTE AGAINST THIS TEXT .
","it is out of friendship for the albanians that I voted against this text .
"
"X-I VOTE AGAINST THIS TEXT .
","i voted against this text .
"
"X-IT ENCOURAGE DEVELOPMENT AND USE DESC-RENEWABLE ENERGY , PUBLIC TRANSPORT AND DESC-ENVIRONMENTAL LEGISLATION .
","it encourages the development and use of renewable energy , public transport and environmental legislation .
"
"THIS MATTER BE DESC-ENTIRELY DESC-UP TO DESC-ALBANIAN PEOPLE X-MSELVES .
","this matter is entirely up to the albanian people themselves .
"
"ONE SE MEASURE BE TO PROMOTE PEOPLE TO PEOPLE CONTACT THROUGH DESC-ACADEMIC EXCHANGE BETWEEN PUPIL , STUDENT AND SCIENTIST .
","one of these measures is to promote people to people contacts through academic exchanges between pupils , students and scientists .
"
"X-WE SHOULD , IN PRINCIPLE , SUPPORT VISA EXEMPTION FOR COUNTRY DESC-WESTERN BALKAN .
","we should , in principle , support visa exemption for the countries of the western balkans .
"
"DESC-HOWEVER , PREREQUISITE FOR THIS BE THAT ALL CONDITION LAY DESC-DOWN BE DESC-FULLY MEET .
","however , the prerequisite for this is that all the conditions laid down are fully met .
"
"X-I VOTE IN FAVOR DESC-JOINT MOTION FOR RESOLUTION DRAFT BY DESC-VARIOUS DESC-POLITICAL GROUP .
","i voted in favour of the joint motion for a resolution drafted by various political groups .
"
"INSTRUMENT SHOULD DESC-REFORE BE INTRODUCE TO HELP RE ESTABLISH SECURITY IN KYRGYZSTAN .
","instruments should therefore be introduced to help re establish security in kyrgyzstan .
"
"X-WE MUST DESC-NOT LET X-OURSELVES BE DECEIVE .
","we must not let ourselves be deceived .
"
"ABORTION IN WORLD BE DESC-REAL TRAGEDY , BUT X-IT BE DESC-REAL TRAGEDY IN X-WE EUROPE DESC-TOO !
","abortion in the world is a real tragedy , but it is a real tragedy in our europe too !
"
"DESC-NEVERLESS , X-I DO DESC-NOT AGREE WITH ASSOCIATE FIGHT AGAINST HIV WITH DESC-SENSITIVE ISSUE LIKE ABORTION .
","nevertheless , I do not agree with associating the fight against hiv with a sensitive issue like abortion .
"
"RESOLUTION DESC-ALSO REQUIRE GOVERNMENT TO FULFIL X-Y OBLIGATION TO MAKE PUBLIC HEALTH SERVICE DESC-AVAILABLE TO ALL CITIZEN .
","the resolution also requires governments to fulfil their obligation to make a public health service available to all citizens .
"
"IN ORDER TO STOP DISEASE , DESC-MUCH RESEARCH BE BE CARRY OUT , DESC-ALSO WITHIN EU .
","in order to stop the disease , much research is being carried out , also within the eu .
"
"SINCE RESEARCH IN AREA HIV AID BE DESC-ESSENTIAL , X-I VOTE FOR RESOLUTION .
","since research in the area of hiv / aids is essential , I voted for the resolution .
"
"AS ADVOCATE DESC-RIGHT TO LIFE , X-I COULD DESC-NOT IN DESC-GOOD CONSCIENCE VOTE IN FAVOR .
","as an advocate of the right to life , I could not in good conscience vote in favour .
"
"DESC-NEVERLESS , X-I WOULD REITERATE X-MY TOTAL COMMITMENT TO FIGHT AGAINST HIV AID .
","nevertheless , I would reiterate my total commitment to the fight against hiv / aids .
"
"X-IT DESC-ALSO SHOW THAT PPE GROUP BE DIVIDE ON ISSUE .
","it also shows that the ppe group is divided on the issue .
"
"X-IT BE DESC-NOT PROBLEM , TODAY , DRUG ADDICT OR HOMOSEXUAL , BUT EVERYONE .
","it is not a problem , today , of drug addicts or homosexuals , but of everyone .
"
"AT DESC-GREATEST RISK BE DESC-YOUNG PEOPLE , EDUCATE PEOPLE , DESC-WHITE PEOPLE AND PEOPLE WORK FOR DESC-LARGE CORPORATION .
","at greatest risk are young people , educated people , white people and people working for large corporations .
"
"DESC-ALMOST HALF THOSE DESC-LIVE WITH HIV BE WOMAN .
","almost half of those living with hiv are women .
"
"WOMAN MUST HAVE DESC-UNIVERSAL AND DESC-EASY ACCESS TO INFORMATION ON HEALTH ASPECT SEX , REPRODUCTION AND DESC-MEDICAL SERVICE .
","women must have universal and easy access to information on health aspects of sex , reproduction and medical services .
"
"SCHOOL EDUCATION PROGRAM ON DESC-SEXUAL AND DESC-REPRODUCTIVE RIGHTS BE DESC-CRUCIAL FOR HIV AID PREVENTION .
","school education programmes on sexual and reproductive rights are crucial for hiv / aids prevention .
"
"FOR SE REASON ECR GROUP HAVE DECIDE TO ABSTAIN ON THIS RESOLUTION .
","for these reasons the ecr group has decided to abstain on this resolution .
"
"THIS CONVENTION NEED TO BE APPLY DESC-IMMEDIATELY BY ALL STATE .
","this convention needs to be applied immediately by all states .
"
"PARLIAMENT X-POSS SUPPORT FOR X-Y PROHIBITION AND ERADICATION BE DESC-FULLY DESC-JUSTIFIED .
","parliament's support for their prohibition and eradication is fully justified .
"
"DESC-REGRETTABLY , CHILD BE DESC-MAIN VICTIM THIS TYPE DESC-EXPLOSIVE MATERIAL .
","regrettably , children are the main victims of this type of explosive material .
"
"X-WE MOTION FOR RESOLUTION BE BALANCE .
","our motion for a resolution is balanced .
"
"FARMER DESC-ALSO PROVIDE FOOD , WHICH X-WE NEED IN ORDER TO DESC-LIVE .
","farmers also provide food , which we need in order to live .
"
"REPORT CONSIDER DESC-PAINFUL CONSEQUENCE FOR DESC-SMALL AND MEDIUM SIZE FARM TO BE SUCCESS .
","the report considers the painful consequences for small and medium sized farms to be a success .
"
"X-Y GENERATE MORE THAN EUR 337 BILLION IN PRODUCTION DESC-ANNUALLY AT EU LEVEL .
","they generate more than eur 337 billion in production annually at eu level .
"
"DESC-SEVERAL AMENDMENT HAVE BE TABLE IN DESC-PLENARY PART SESSION .
","several amendments have been tabled in the plenary part session .
"
"LT X-I VOTE FOR THIS REPORT .
","in writing . lt I voted for this report .
"
"DESC-NEW CAP WILL HAVE TO ADAPT TO CHANGE EUROPEAN AND DESC-GLOBAL CONTEXT AND WITHSTAND DESC-MANY CHALLENGE .
","the new cap will have to adapt to a changing european and global context and withstand many challenges .
"
"EUROPEAN AGRICULTURE MUST ENSURE FOOD SECURITY TO X-ITS DESC-OWN CONSUMER AND CONTRIBUTE TO FEED DESC-STEADILY GROW WORLD POPULATION .
","european agriculture must ensure food security to its own consumers and contribute to feeding a steadily growing world population .
"
"AGRICULTURE BE DESC-IMPORTANT TO X-WE CITIZEN .
","agriculture is important to our citizens .
"
"DESC-HOWEVER , FIRM POLICY WILL NEED TO BE DESC-BACK DESC-UP BY DESC-SUFFICIENT DESC-FINANCIAL MEANS .
","however , a firm policy will need to be backed up by sufficient financial means .
"
"DESC-RE BE CHALLENGE THAT X-WE HAVE DESC-ALREADY MENTION AND DESC-RE WILL BE DESC-NEW ONE TO CONTEND WITH .
","there are challenges that we have already mentioned and there will be new ones to contend with .
"
"UNION DESC-NOW CONSIST DESC-GREAT NUMBER MEMBER STATE .
","the union now consists of a great number of member states .
"
"X-I ENDORSE THIS REPORT BECAUSE X-IT CALL FOR DESC-COMPARABLE FUND TO BE DESC-APPROPRIATE FOR AGRICULTURE IN POST 2013 BUDGET .
","i endorse this report because it calls for comparable funds to be appropriated for agriculture in the post 2013 budget .
"
"THAT SAY , SOME REFORMULATION WILL BE DESC-NECESSARY .
","that said , some reformulation will be necessary .
"
"DESC-FIRST ALL , X-WE NEED SIMPLIFY ARRANGEMENT AND DESC-LESS RED TAPE .
","first of all , we need simplified arrangements and less red tape .
"
"TRANSITION PERIOD WHERE X-WE PROCEED WITH CAUTION WILL BE DESC-MAJOR IMPORTANCE IN THIS RESPECT .
","a transition period where we proceed with caution will be of major importance in this respect .
"
"THIS REPORT GIVE DESC-AGRICULTURAL POLICY DESC-STRATEGIC ROLE IN TERM FOOD SECURITY AND DESC-SUSTAINABLE DEVELOPMENT .
","this report gives agricultural policy a strategic role in terms of food security and sustainable development .
"
"REPORT DESC-ALSO DEAL WITH LINK BETWEEN DESC-AGRICULTURAL POLICY AND FIGHT CLIMATE CHANGE .
","the report also deals with the links between agricultural policy and fighting climate change .
"
"THIS BE DESC-NOT INCLUDE IN REPORT .
","this was not included in the report .
"
"THIS BE DESC-NOT INCLUDE IN REPORT .
","this was not included in the report .
"
"THIS BE DESC-NOT INCLUDE IN REPORT EIR .
","this was not included in the report either .
"
"AMENDMENT 3 X-WE DANISH DESC-SOCIAL DEMOCRAT BELIEVE THAT EU SUBSIDY SHOULD BE REMOVE FROM EUROPEAN DESC-AGRICULTURAL POLICY .
","amendment 3 we danish social democrats believe that eu subsidies should be removed from european agricultural policy .
"
"DESC-FREE AND DESC-FAIR TRADE SHOULD BE GUIDE PRINCIPLE FOR DESC-AGRICULTURAL AREA BASE ON SUSTAINABILITY .
","free and fair trade should be the guiding principle for an agricultural area based on sustainability .
"
"THIS BE ISSUE THAT CONCERN EUROPEAN , DESC-NATURALLY , BUT DESC-ALSO CITIZEN WORLD .
","this is an issue that concerns europeans , naturally , but also the citizens of the world .
"
"THAT BE WHY THIS REFORM SHOULD DESC-NOT BE BUSINESS EXPERT , BUT DESC-RAR FARMER AND CONSUMER .
","that is why this reform should not be the business of experts , but rather of farmers and consumers .
"
"X-WE HAVE TO RETHINK DESC-GENERAL OBJECTIVE DESC-NEW DESC-COMMON DESC-AGRICULTURAL POLICY .
","we have to rethink the general objectives of a new common agricultural policy .
"
"EUROPEAN HAVE DESC-NEW EXPECTATION IN TERM FOOD PRODUCTION AND SUPPLY .
","europeans have new expectations in terms of food production and supply .
"
"X-WE MUST MAINTAIN PILLAR 1 PAYMENT , REWARD FARMER FOR WORK , DESC-SECURE INDUSTRY WITH DESC-DIRECT PAYMENT .
","we must maintain pillar 1 payments , rewarding farmers for work , securing the industry with direct payments .
"
"X-WE MUST DEFINE WHAT X-WE MEAN BY DESC-FAIR DISTRIBUTION CAP AND LOOK AT PRODUCTION COST .
","we must define what we mean by a fair distribution of cap and look at production costs .
"
"DESC-REGIONAL VARIATION BE DESC-VITAL .
","regional variation is vital .
"
"X-WE MUST MAINTAIN MARKET CONTROL MEASURE WHICH CONTROL PRICE VOLATILITY AND ENSURE PROFITABILITY .
","we must maintain market control measures which control price volatility and ensure profitability .
"
