id,text,gloss
57962,they have condemned the deportation of as an intolerable violation of press freedom .,X-Y HAVE CONDEMN DEPORTATION AS DESC-INTOLERABLE VIOLATION PRESS FREEDOM .
57963,we must find a way of protecting our citizens and preventing them from becoming the victims of terrorist acts .,X-WE MUST FIND WAY PROTECT X-WE CITIZEN AND PREVENT X-Y FROM BECOME VICTIM DESC-TERRORIST ACT .
57964,body scanners may be one of the ways of strengthening security in airports and on board aeroplanes .,BODY SCANNER MAY BE ONE WAY STRENGN SECURITY IN AIRPORT AND ON BOARD AEROPLANE .
57965,i await with great interest the study that the european commission will submit on this matter in march .,X-I AWAIT WITH DESC-GREAT INTEREST STUDY THAT EUROPEAN COMMISSION WILL SUBMIT ON THIS MATTER IN MARCH .
57966,this is why these issues should be investigated in their overall context .,THIS BE WHY SE ISSUE SHOULD BE INVESTIGATE IN X-Y DESC-OVERALL CONTEXT .
57967,safety is a key issue in our lives it is the most important issue .,SAFETY BE KEY ISSUE IN X-WE LIFE X-IT BE MOST DESC-IMPORTANT ISSUE .
57968,only the use of devices compliant with this set of requirements is acceptable to us .,DESC-ONLY USE DEVICE DESC-COMPLIANT WITH THIS SET REQUIREMENT BE DESC-ACCEPTABLE TO X-WE .
57969,in writing . we cannot wait for another catastrophe before acting to protect air passengers .,X-WE CAN DESC-NOT WAIT FOR ANOR CATASTROPHE BEFORE ACT TO PROTECT AIR PASSENGER .
57970,we need a pan european approach to the issue of scanners airport security needs to be uniform .,X-WE NEED PAN EUROPEAN APPROACH TO ISSUE SCANNER AIRPORT SECURITY NEED TO BE UNIFORM .
57971,i eagerly await the conclusion of the commission report of the impact of body scanners .,X-I DESC-EAGERLY AWAIT CONCLUSION COMMISSION REPORT IMPACT BODY SCANNER .
57972,"it seems to me that this is not , however , a correct understanding of the matter .","X-IT SEEM TO X-I THAT THIS BE DESC-NOT , DESC-HOWEVER , DESC-CORRECT UNDERSTANDING MATTER ."
57973,"if we give up part of our liberty in favour of security , will our security really be guaranteed ?","IF X-WE GIVE DESC-UP PART X-WE LIBERTY IN FAVOR SECURITY , WILL X-WE SECURITY DESC-REALLY BE GUARANTEE ?"
57974,the information we are receiving about this makes us very sceptical .,INFORMATION X-WE BE RECEIVE ABOUT THIS MAKE X-WE DESC-VERY DESC-SCEPTICAL .
57975,"history teaches us that in crisis situations , special services want to take the simplest route .","HISTORY TEACH X-WE THAT IN CRISIS SITUATION , DESC-SPECIAL SERVICE WANT TO TAKE DESC-SIMPLEST ROUTE ."
57976,the terrorist threat has made us agree more readily to the restriction of our own freedom .,DESC-TERRORIST THREAT HAVE MAKE X-WE AGREE MORE DESC-READILY TO RESTRICTION X-WE DESC-OWN FREEDOM .
57977,this system has proved its effectiveness over many years .,THIS SYSTEM HAVE PROVE X-ITS EFFECTIVENESS OVER DESC-MANY YEAR .
57978,i totally agree with finding viable solutions for enhancing our citizenssecurity .,X-I DESC-TOTALLY AGREE WITH FIND DESC-VIABLE SOLUTION FOR ENHANCE X-WE CITIZENSSECURITY .
57979,"and when you dare to protest , they laugh in your face .","AND WHEN X-YOU DARE TO PROTEST , X-Y LAUGH IN X-YOU FACE ."
57980,you would agree this is an abuse .,X-YOU WOULD AGREE THIS BE ABUSE .
57981,"to fight terrorism effectively , we need coordinated action , including eu rules on scanners .","TO FIGHT TERRORISM DESC-EFFECTIVELY , X-WE NEED COORDINATE ACTION , INCLUDE EU RULE ON SCANNER ."
57982,a decision on compulsory use of scanning equipment must be made .,DECISION ON COMPULSORY USE SCAN EQUIPMENT MUST BE MAKE .
57983,there is no point talking about it at all if the scans are to be voluntary .,DESC-RE BE NO POINT TALK ABOUT X-IT AT ALL IF SCAN BE TO BE DESC-VOLUNTARY .
57984,for it is difficult to suppose that terrorists will agree to being scanned .,FOR X-IT BE DESC-DIFFICULT TO SUPPOSE THAT DESC-TERRORIST WILL AGREE TO BE SCAN .
57985,"a very important question is , of course , the safety of the scanners for health .","DESC-VERY DESC-IMPORTANT QUESTION BE , COURSE , SAFETY SCANNER FOR HEALTH ."
57986,the research should be coordinated by the european commission with the full cooperation of member states .,RESEARCH SHOULD BE COORDINATE BY EUROPEAN COMMISSION WITH DESC-FULL COOPERATION MEMBER STATE .
57987,the scanners used must have a safety certificate allowing their use in all member states .,SCANNER USE MUST HAVE SAFETY CERTIFICATE ALLOW X-Y USE IN ALL MEMBER STATE .
57988,"mr president , a new method of searching passengers has been introduced at some european airports .","MR PRESIDENT , DESC-NEW METHOD SEARCH PASSENGER HAVE BE INTRODUCE AT SOME EUROPEAN AIRPORT ."
57989,"alongside the current forms of security , full body scanners have been brought into use .","ALONGSIDE DESC-CURRENT FORM SECURITY , DESC-FULL BODY SCANNER HAVE BE BRING INTO USE ."
57990,there are no clear regulations on the storage and protection of data collected by scanning .,DESC-RE BE NO DESC-CLEAR REGULATION ON STORAGE AND PROTECTION DATUM COLLECT BY SCAN .
57991,situation in ukraine debate,SITUATION IN UKRAINE DEBATE
57992,"as you will be aware , a second round of presidential elections took place on sunday in ukraine .","AS X-YOU WILL BE DESC-AWARE , DESC-SECOND ROUND DESC-PRESIDENTIAL ELECTION TAKE PLACE ON SUNDAY IN UKRAINE ."
57993,it is important because a democratic ukraine will serve as an important example to its neighbours .,X-IT BE DESC-IMPORTANT BECAUSE DESC-DEMOCRATIC UKRAINE WILL SERVE AS DESC-IMPORTANT EXAMPLE TO X-ITS NEIGHBOR .
57994,the statement issued by the high representative on monday expressed this sentiment .,STATEMENT ISSUE BY DESC-HIGH REPRESENTATIVE ON MONDAY DESC-EXPRESS THIS SENTIMENT .
57995,it also congratulated the people of ukraine for their continued commitment to the democratic process .,X-IT DESC-ALSO CONGRATULATE PEOPLE UKRAINE FOR X-Y CONTINUE COMMITMENT TO DESC-DEMOCRATIC PROCESS .
57996,the high turnout on both election days was particularly encouraging .,DESC-HIGH TURNOUT ON BOTH ELECTION DAY BE DESC-PARTICULARLY ENCOURAGE .
57997,it is clear that ukraine's democracy is continuing its process of consolidation .,X-IT BE DESC-CLEAR THAT UKRAINE X-POSS DEMOCRACY BE CONTINUE X-ITS PROCESS CONSOLIDATION .
57998,this is a significant achievement .,THIS BE DESC-SIGNIFICANT ACHIEVEMENT .
57999,"most importantly , it demonstrates ukraine's attachment to european values .","MOST DESC-IMPORTANTLY , X-IT DEMONSTRATE UKRAINE X-POSS ATTACHMENT TO EUROPEAN VALUE ."
58000,elections have winners and losers .,ELECTION HAVE WINNER AND LOSER .
58001,it is the electorate who decides .,X-IT BE ELECTORATE WHO DECIDE .
58002,preliminary election results show a very small gap between the two contestants .,DESC-PRELIMINARY ELECTION RESULT SHOW DESC-VERY DESC-SMALL GAP BETWEEN TWO CONTESTANT .
58003,we have already heard about possible challenges to the results in the courts .,X-WE HAVE DESC-ALREADY HEAR ABOUT DESC-POSSIBLE CHALLENGE TO RESULT IN COURT .
58004,some local court cases have already been initiated .,SOME DESC-LOCAL COURT CASE HAVE DESC-ALREADY BE INITIATE .
58005,it is logical and legitimate that any possible problems are investigated .,X-IT BE DESC-LOGICAL AND DESC-LEGITIMATE THAT ANY DESC-POSSIBLE PROBLEM BE INVESTIGATE .
58006,every election is a demonstration of popular will .,EVERY ELECTION BE DEMONSTRATION DESC-POPULAR WILL .
58007,it is also an opportunity for a new start .,X-IT BE DESC-ALSO OPPORTUNITY FOR DESC-NEW START .
58008,it is now vital for ukraine to move forward .,X-IT BE DESC-NOW DESC-VITAL FOR UKRAINE TO MOVE DESC-FORWARD .
58009,"ukraine has consistently held good elections , and has a vibrant civil society and free media .","UKRAINE HAVE DESC-CONSISTENTLY HOLD DESC-GOOD ELECTION , AND HAVE DESC-VIBRANT DESC-CIVIL SOCIETY AND DESC-FREE MEDIA ."
58010,"regrettably , however , the overall reform process which is vital for ukraine has significantly slowed .","DESC-REGRETTABLY , DESC-HOWEVER , DESC-OVERALL REFORM PROCESS WHICH BE DESC-VITAL FOR UKRAINE HAVE DESC-SIGNIFICANTLY DESC-SLOW ."
58011,much more should have been done in the past years .,DESC-MUCH MORE SHOULD HAVE BE DO IN PAST YEAR .
58012,the weakness of ukraine's constitutional framework has also contributed to this .,WEAKNESS UKRAINE X-POSS DESC-CONSTITUTIONAL FRAMEWORK HAVE DESC-ALSO CONTRIBUTE TO THIS .
58013,this is also a precondition for the disbursement of possible eu macrofinancial assistance .,THIS BE DESC-ALSO PRECONDITION FOR DISBURSEMENT DESC-POSSIBLE EU MACROFINANCIAL ASSISTANCE .
58014,"in the weeks and months to come , we will see a new administration being formed in kiev .","IN WEEK AND MONTH TO COME , X-WE WILL SEE DESC-NEW ADMINISTRATION BE FORM IN KIEV ."
58015,the eu's message to ukraine's leadership is consistent and clear now is the time to act .,EU X-POSS MESSAGE TO UKRAINE X-POSS LEADERSHIP BE DESC-CONSISTENT AND DESC-CLEAR DESC-NOW BE TIME TO ACT .
58016,we expect to see concrete steps forward .,X-WE EXPECT TO SEE CONCRETE STEP DESC-FORWARD .
58017,reform is essential for ukraine's own long term prosperity and security .,REFORM BE DESC-ESSENTIAL FOR UKRAINE X-POSS DESC-OWN DESC-LONG TERM PROSPERITY AND SECURITY .
58018,it is in ukraine's own interest not just to please the international community .,X-IT BE IN UKRAINE X-POSS DESC-OWN INTEREST DESC-NOT DESC-JUST TO PLEASE DESC-INTERNATIONAL COMMUNITY .
58019,this message was also already conveyed at the eu ukraine summit of 4 december 200action is needed at many levels .,THIS MESSAGE BE DESC-ALSO DESC-ALREADY CONVEY AT EU UKRAINE SUMMIT 4 DECEMBER DESC-200ACTION BE NEED AT DESC-MANY LEVEL .
58020,it is up to ukraine to choose the model it wants to adopt .,X-IT BE DESC-UP TO UKRAINE TO CHOOSE MODEL X-IT WANT TO ADOPT .
58021,we have many tools to do so .,X-WE HAVE DESC-MANY TOOL TO DO DESC-SO .
58022,"through the european neighbourhood policy , we have the means to support ukraine's own reform efforts .","THROUGH EUROPEAN NEIGHBORHOOD POLICY , X-WE HAVE MEANS TO SUPPORT UKRAINE X-POSS DESC-OWN REFORM EFFORT ."
58023,the eastern partnership has brought additional tools .,DESC-EASTERN PARTNERSHIP HAVE BRING DESC-ADDITIONAL TOOL .
58024,but our offer to ukraine is not a one way street .,BUT X-WE OFFER TO UKRAINE BE DESC-NOT ONE WAY STREET .
58025,we look forward to working with ukraine's new leadership to achieve our common goals .,X-WE LOOK DESC-FORWARD TO WORK WITH UKRAINE X-POSS DESC-NEW LEADERSHIP TO ACHIEVE X-WE DESC-COMMON GOAL .
58026,"madam president , commissioner , we are rather disappointed .","MADAM PRESIDENT , COMMISSIONER , X-WE BE DESC-RAR DISAPPOINT ."
58027,he is certainly responsible for the failure of the orange revolution .,X-HE BE DESC-CERTAINLY DESC-RESPONSIBLE FOR FAILURE ORANGE REVOLUTION .
58028,i hope that these elections will bring new stability to ukraine .,X-I HOPE THAT SE ELECTION WILL BRING DESC-NEW STABILITY TO UKRAINE .
58029,"instead , it causes us to watch ukraine with great concern .","DESC-INSTEAD , X-IT CAUSE X-WE TO WATCH UKRAINE WITH DESC-GREAT CONCERN ."
58030,"mr füle , you have a specific responsibility relating to neighbourhood policy .","MR F?LE , X-YOU HAVE SPECIFIC RESPONSIBILITY RELATE TO NEIGHBORHOOD POLICY ."
58031,"however , neighbourhood policy does not simply mean going on as before .","DESC-HOWEVER , NEIGHBORHOOD POLICY DO DESC-NOT DESC-SIMPLY MEAN GO ON AS BEFORE ."
58032,we must give them perspectives .,X-WE MUST GIVE X-Y PERSPECTIVE .
58033,i hope that the new government will prove itself worthy of taking part in this type of project .,X-I HOPE THAT DESC-NEW GOVERNMENT WILL PROVE X-ITSELF DESC-WORTHY TAKE PART IN THIS TYPE PROJECT .
58034,now to the matter in hand .,DESC-NOW TO MATTER IN HAND .
58035,one of the rules of democracy is that you accept the result of the elections as it is .,ONE RULE DEMOCRACY BE THAT X-YOU ACCEPT RESULT ELECTION AS X-IT BE .
58036,the recent presidential elections can be seen as another step in the consolidation of democracy .,DESC-RECENT DESC-PRESIDENTIAL ELECTION CAN BE SEE AS ANOR STEP IN CONSOLIDATION DEMOCRACY .
58037,there is a saying that a revolution devours its own children .,DESC-RE BE SAY THAT REVOLUTION DEVOUR X-ITS DESC-OWN CHILD .
58038,"this is true , but ukraine remains a state even after these elections .","THIS BE DESC-TRUE , BUT UKRAINE REMAIN STATE DESC-EVEN AFTER SE ELECTION ."
58039,"it still has its multi party system , and this is mainly thanks to the orange revolution .","X-IT DESC-STILL HAVE X-ITS MULTUS PARTY SYSTEM , AND THIS BE DESC-MAINLY THANKS TO ORANGE REVOLUTION ."
58040,and all of this is very important .,AND ALL THIS BE DESC-VERY DESC-IMPORTANT .
58041,it is a crucial precondition for bilateral and multilateral cooperation that ukraine's government continues to implement its objectives .,X-IT BE DESC-CRUCIAL PRECONDITION FOR DESC-BILATERAL AND DESC-MULTILATERAL COOPERATION THAT UKRAINE X-POSS GOVERNMENT CONTINUE TO IMPLEMENT X-ITS OBJECTIVE .
58042,we have to continue talks on the association agreement between ukraine and the european union .,X-WE HAVE TO CONTINUE TALK ON ASSOCIATION AGREEMENT BETWEEN UKRAINE AND EUROPEAN UNION .
58043,"in recent times , the tempo has been slowing , and we must speed it up again .","IN DESC-RECENT TIME , TEMPO HAVE BE DESC-SLOW , AND X-WE MUST SPEED X-IT DESC-UP DESC-AGAIN ."
58044,we also have to put a more concrete content into energy and environmental cooperation .,X-WE DESC-ALSO HAVE TO PUT MORE CONCRETE CONTENT INTO ENERGY AND DESC-ENVIRONMENTAL COOPERATION .
58045,we hope that ukraine turns round these shortcomings .,X-WE HOPE THAT UKRAINE TURN ROUND SE SHORTCOMING .
58046,"madam president , first of all , I would like to pick up on what mr brok said .","MADAM PRESIDENT , DESC-FIRST ALL , X-I WOULD LIKE TO PICK DESC-UP ON WHAT MR BROK SAY ."
58047,none of the citizens whom I met had great expectations of this election .,NONE CITIZEN WHOM X-I MEET HAVE DESC-GREAT EXPECTATION THIS ELECTION .
58048,the internal failings in ukraine are mirrored by failings in the european strategy .,DESC-INTERNAL FAIL IN UKRAINE BE MIRROR BY FAIL IN EUROPEAN STRATEGY .
58049,we must not take this lightly any longer .,X-WE MUST DESC-NOT TAKE THIS DESC-LIGHTLY ANY DESC-LONGER .
58050,gas is one subject which always causes a great deal of consternation .,GAS BE ONE SUBJECT WHICH DESC-ALWAYS CAUSE DESC-GREAT DEAL CONSTERNATION .
58051,"i only need to mention sevastopol , where we are facing a major conflict .","X-I DESC-ONLY NEED TO MENTION SEVASTOPOL , WHERE X-WE BE FACE DESC-MAJOR CONFLICT ."
58052,we cannot simply let things go on as they have before .,X-WE CAN DESC-NOT DESC-SIMPLY LET THING GO ON AS X-Y HAVE BEFORE .
58053,you have taken on a significant responsibility in this area .,X-YOU HAVE TAKE ON DESC-SIGNIFICANT RESPONSIBILITY IN THIS AREA .
58054,she can stand up for her supposed rights .,X-SHE CAN STAND DESC-UP FOR X-SHE SUPPOSE RIGHTS .
58055,the close election result reflects the fact that the country is split into two camps .,DESC-CLOSE ELECTION RESULT REFLECT FACT THAT COUNTRY BE SPLIT INTO TWO CAMP .
58056,"given the close result , both camps will have to make compromises .","GIVE DESC-CLOSE RESULT , BOTH CAMP WILL HAVE TO MAKE COMPROMISE ."
58057,"i share mrs harmsregret , here , that mrs ashton is not with us today .","X-I SHARE MR HARMSREGRET , DESC-HERE , THAT MR ASHTON BE DESC-NOT WITH X-WE TODAY ."
58058,"in this sense , mr brok is not right when he says the orange revolution lost .","IN THIS SENSE , MR BROK BE DESC-NOT DESC-RIGHT WHEN X-HE SAY ORANGE REVOLUTION LOSE ."
58059,"it won , because it was all about having rules from which everyone could benefit .","X-IT WIN , BECAUSE X-IT BE ALL ABOUT HAVE RULE FROM WHICH EVERYONE COULD BENEFIT ."
58060,"however , this is good this is how it should be .","DESC-HOWEVER , THIS BE DESC-GOOD THIS BE HOW X-IT SHOULD BE ."
58061,have we answered that question ?,HAVE X-WE ANSWER THAT QUESTION ?
58062,can far reaching reforms be carried out in a post communist country without that promise ?,CAN DESC-FAR REACH REFORM BE CARRY OUT IN POST COMMUNIST COUNTRY WITHOUT THAT PROMISE ?
58063,can we encourage people to make sacrifices if we tell them they will always be kept waiting outside ?,CAN X-WE ENCOURAGE PEOPLE TO MAKE SACRIFICE IF X-WE TELL X-Y X-Y WILL DESC-ALWAYS BE KEEP WAIT OUTSIDE ?
58064,"to say that is a great opportunity for the new commissioner , mr füle .","TO SAY THAT BE DESC-GREAT OPPORTUNITY FOR DESC-NEW COMMISSIONER , MR F?LE ."
58065,"mrs ashton has not come , today .","MR ASHTON HAVE DESC-NOT COME , TODAY ."
58066,"commissioner , be bold and be the first person who starts to say that there is room .","COMMISSIONER , BE DESC-BOLD AND BE DESC-FIRST PERSON WHO START TO SAY THAT DESC-RE BE ROOM ."
58067,"not today , not tomorrow , but there will be room .","DESC-NOT TODAY , DESC-NOT TOMORROW , BUT DESC-RE WILL BE ROOM ."
58068,this will be of great help to the ukrainians .,THIS WILL BE DESC-GREAT HELP TO UKRAINIAN .
