id,text,health
80274,"mr president , commissioners , first of all I want to thank the rapporteur for his report .",NO
80275,the value of nethrops or langoustines sold by my fishermen in northern ireland to other parts of europe plummeted .,NO
80276,this at the same time as imports of shellfish and fish have become increasingly available .,NO
80277,europe needs fish .,NO
80278,"we need fish imports , but I would contend that these should not come at any cost .",NO
80279,"on the one hand , my colleagues want to stop our fishermen receiving any subsidy .",NO
80280,europe cannot have it both ways .,NO
80281,is it your responsibility to prevent this ?,NO
80282,"mr president , the behaviour of members of this house today is disgraceful .",NO
80283,it would not happen in any other parliament in the world .,NO
80284,"mr gallagher , we have to carry on .",NO
80285,"de mr president , mrs damanaki , european fisheries policy is facing enormous challenges .",NO
80286,doing both of these things at the same time will place too high a burden on our fishermen .,NO
80287,the best way to increase competitiveness is to allow fish stocks to recover .,NO
80288,another way to enable european fisheries to survive would be through better marketing .,NO
80289,i would also like to thank him for his excellent cooperation .,NO
80290,there are major challenges involved in regulating the import of fishery and aquaculture products into the eu .,NO
80291,this market is growing rapidly and is increasingly dependent on imports from third countries .,NO
80292,we have now submitted two amendments in plenary .,NO
80293,these relate to the need for us to recognise the special economic situation in the peripheral regions of europe .,NO
80294,"however , we do not hold market liberalisation alone responsible for the difficulties .",NO
80295,"without being protectionist , the line defended here may be described as less naïve .",NO
80296,"that is why I favour a european label , in accordance with our standards , both environmental and social .",NO
80297,we were told originally that there would be votes at 12.00 .,NO
80298,this has moved by five minutes every five minutes .,NO
80299,people have planes to catch it is inconvenient it makes a mockery of parliament .,NO
80300,someone get a grip !,NO
80301,i am sure that we will be able to vote at 12.i would like to say that we are taking care of all the concerns mentioned by the members .,NO
80302,"as mr de gucht and I have already mentioned , we are trying to find a balance .",NO
