id,text,gloss,health
75607,issues relating to the diet and health of citizens are extremely sensitive and must be considered carefully and objectively .,ISSUE RELATE TO DIET AND HEALTH CITIZEN BE DESC-EXTREMELY DESC-SENSITIVE AND MUST BE CONSIDER DESC-CAREFULLY AND DESC-OBJECTIVELY .,NO
75608,this is very much the case with the debate on the authorisation of food additives such as thrombin .,THIS BE DESC-VERY DESC-MUCH CASE WITH DEBATE ON AUTHORISATION FOOD ADDITIVE DESC-SUCH AS THROMBIN .,NO
75609,"in addition , the overwhelming majority of member states are calling for thrombin to be authorised .","IN ADDITION , DESC-OVERWHELMING MAJORITY MEMBER STATE BE CALL FOR THROMBIN TO BE AUTHORISE .",NO
75610,i voted for a resolution calling for thrombin not to be used in meat .,X-I VOTE FOR RESOLUTION CALL FOR THROMBIN DESC-NOT TO BE USE IN MEAT .,NO
75611,thrombin is used as agluein reconstituted meat .,THROMBIN BE USE AS AGLUEIN DESC-RECONSTITUTED MEAT .,NO
75616,i very much regret the adoption of this resolution relating to the banning of porcine and bovine thrombin .,X-I DESC-VERY DESC-MUCH REGRET ADOPTION THIS RESOLUTION RELATE TO BAN PORCINE AND DESC-BOVINE THROMBIN .,NO
75622,food safety and the health of european citizens are at stake .,FOOD SAFETY AND HEALTH EUROPEAN CITIZEN BE AT STAKE .,NO
75623,it is time to show the commission that food safety and health are major concerns for the european parliament .,X-IT BE TIME TO SHOW COMMISSION THAT FOOD SAFETY AND HEALTH BE DESC-MAJOR CONCERN FOR EUROPEAN PARLIAMENT .,NO
75625,we cannot allow the consumer to be misled by the food additive thrombin .,X-WE CAN DESC-NOT ALLOW CONSUMER TO BE MISLEAD BY FOOD ADDITIVE THROMBIN .,NO
75626,the key thing here is the safety of substances .,KEY THING DESC-HERE BE SAFETY SUBSTANCE .,NO
75628,a piece of meat glued together with thrombin should never be allowed to go on sale as ham .,PIECE MEAT GLUE DESC-TOGER WITH THROMBIN SHOULD DESC-NEVER BE ALLOW TO GO ON SALE AS HAM .,NO
75629,"instead , it must be clearly labelled ascombined meat parts treated with thrombin.","DESC-INSTEAD , X-IT MUST BE DESC-CLEARLY LABEL ASCOMBINED MEAT PART TREAT WITH THROMBIN .",NO
75631,thrombin is currently in use .,THROMBIN BE DESC-CURRENTLY IN USE .,NO
75637,i oppose the use of thrombin to glue together different pieces of meat which are mostly of poor quality .,X-I OPPOSE USE THROMBIN TO GLUE DESC-TOGER DESC-DIFFERENT PIECE MEAT WHICH BE DESC-MOSTLY DESC-POOR QUALITY .,NO
75641,"however , I do not think that thrombinmeat gluecomplies with this requirement .","DESC-HOWEVER , X-I DO DESC-NOT THINK THAT THROMBINMEAT DESC-GLUECOMPLY WITH THIS REQUIREMENT .",NO
75642,"as mentioned in the report , that increases the risk of meat infection .","AS MENTION IN REPORT , THAT INCREASE RISK MEAT INFECTION .",NO
75648,i am very pleased with today's vote banning thrombin .,X-I BE DESC-VERY DESC-PLEASED WITH TODAY X-POSS VOTE BAN THROMBIN .,NO
75653,yet thrombin is used in some member states without consumers being informed .,DESC-YET THROMBIN BE USE IN SOME MEMBER STATE WITHOUT CONSUMER BE INFORM .,NO
75657,"however , no organ exchange network has yet been set up at the eu 27 level .","DESC-HOWEVER , NO ORGAN EXCHANGE NETWORK HAVE DESC-YET BE SET DESC-UP AT EU 27 LEVEL .",NO
75658,an organ transplant is the last chance of life for thousands of people every day .,ORGAN TRANSPLANT BE DESC-LAST CHANCE LIFE FOR THOUSAND PEOPLE EVERY DAY .,NO
75659,"in romania , 13 people on the transplant waiting list die every day due to the lack of donors .","IN ROMANIUM , 13 PEOPLE ON TRANSPLANT WAIT LIST DIE EVERY DAY DESC-DUE TO LACK DONOR .",NO
75660,romania is faced with a tragic situation at a time when there is one donor per million inhabitants .,ROMANIUM BE FACE WITH DESC-TRAGIC SITUATION AT TIME WHEN DESC-RE BE ONE DONOR PER MILLION INHABITANT .,NO
75661,funding the medical system does not come cheap .,FUND DESC-MEDICAL SYSTEM DO DESC-NOT COME DESC-CHEAP .,NO
75663,approximately 60 000 patients are on a waiting list for a transplant in the member states of the eu .,DESC-APPROXIMATELY 60 000 PATIENT BE ON WAIT LIST FOR TRANSPLANT IN MEMBER STATE EU .,NO
75665,"every day , 12 patients die in the eu due to a lack of compatible donors .","EVERY DAY , 12 PATIENT DIE IN EU DESC-DUE TO LACK DESC-COMPATIBLE DONOR .",NO
75667,punishments must be particularly severe for health professionals or insurance companies .,PUNISHMENT MUST BE DESC-PARTICULARLY DESC-SEVERE FOR HEALTH DESC-PROFESSIONAL OR INSURANCE COMPANY .,NO
75668,this discrepancy is the result of a shortage of organs for transplantation in comparison to need .,THIS DISCREPANCY BE RESULT SHORTAGE ORGAN FOR TRANSPLANTATION IN COMPARISON TO NEED .,NO
75670,"additionally , there are tight time constraints on organ viability .","DESC-ADDITIONALLY , DESC-RE BE DESC-TIGHT TIME CONSTRAINT ON ORGAN VIABILITY .",NO
75671,"thus , an eu wide network would be of use to very few patients .","DESC-THUS , EU DESC-WIDE NETWORK WOULD BE USE TO DESC-VERY DESC-FEW PATIENT .",NO
75672,several thousand people die each year in europe because they have been unable to receive a transplantation in time .,DESC-SEVERAL THOUSAND PEOPLE DIE EACH YEAR IN EUROPE BECAUSE X-Y HAVE BE DESC-UNABLE TO RECEIVE TRANSPLANTATION IN TIME .,NO
75674,i voted in favour of the report on the action plan on organ donation and transplantation for 2009 20that is why I voted as I did .,X-I VOTE IN FAVOR REPORT ON ACTION PLAN ON ORGAN DONATION AND TRANSPLANTATION FOR 2009 20THAT BE WHY X-I VOTE AS X-I DO .,NO
75675,it is also important to highlight the leading position held by the spanish health system as regards this issue .,X-IT BE DESC-ALSO DESC-IMPORTANT TO HIGHLIGHT LEAD POSITION HOLD BY SPANISH HEALTH SYSTEM AS REGARD THIS ISSUE .,NO
75678,"every day , 12 people die waiting for an organ transplant .","EVERY DAY , 12 PEOPLE DIE WAIT FOR ORGAN TRANSPLANT .",NO
75679,"sadly , many people are simply dying because of the great shortage of organ donors and insufficient cross border coordination .","DESC-SADLY , DESC-MANY PEOPLE BE DESC-SIMPLY DIE BECAUSE DESC-GREAT SHORTAGE ORGAN DONOR AND DESC-INSUFFICIENT CROSS BORDER COORDINATION .",NO
75682,"many eu citizens are not fundamentally against donation , but are afraid of adding their names to the register .","DESC-MANY EU CITIZEN BE DESC-NOT DESC-FUNDAMENTALLY AGAINST DONATION , BUT BE DESC-AFRAID ADD X-Y NAME TO REGISTER .",NO
75684,the shortage of organs for transplantation is also a powerful stimulus for the trade in organs and people .,SHORTAGE ORGAN FOR TRANSPLANTATION BE DESC-ALSO DESC-POWERFUL STIMULUS FOR TRADE IN ORGAN AND PEOPLE .,NO
75841,"however , there is the risk of applying a treatment which is much worse than the disease .","DESC-HOWEVER , DESC-RE BE RISK APPLY TREATMENT WHICH BE DESC-MUCH DESC-WORSE THAN DISEASE .",NO
75932,south wales has five significant pharmaceutical development companies with world class technology .,DESC-SOUTH WALE HAVE FIVE DESC-SIGNIFICANT DESC-PHARMACEUTICAL DEVELOPMENT COMPANY WITH WORLD CLASS TECHNOLOGY .,NO
75979,"mrs schroeder might consider this a bitter pill , but obviously you need to set a target .","MR SCHROEDER MIGHT CONSIDER THIS DESC-BITTER PILL , BUT DESC-OBVIOUSLY X-YOU NEED TO SET TARGET .",NO
76007,"in addition , the rise in pension demands and medical assistance must be kept in mind .","IN ADDITION , RISE IN PENSION DEMAND AND DESC-MEDICAL ASSISTANCE MUST BE KEEP IN MIND .",NO
76158,"furthermore , in the disability sector , that difference will have to be taken into account in some way .","DESC-FURRMORE , IN DISABILITY SECTOR , THAT DIFFERENCE WILL HAVE TO BE TAKE INTO ACCOUNT IN SOME WAY .",NO
76786,the protection and promotion of human and environmental health are priority objectives in european development policy .,PROTECTION AND PROMOTION DESC-HUMAN AND DESC-ENVIRONMENTAL HEALTH BE PRIORITY OBJECTIVE IN EUROPEAN DEVELOPMENT POLICY .,NO
77000,"among the dead , there are medical doctors and children .","AMONG DESC-DEAD , DESC-RE BE DESC-MEDICAL DOCTOR AND CHILD .",NO
77243,the maternal health improvements are there .,MATERNAL HEALTH IMPROVEMENT BE DESC-RE .,NO
77279,"let us take , for example , some grave problems relating to health care .","LET X-WE TAKE , FOR EXAMPLE , SOME GRAVE PROBLEM RELATE TO HEALTH CARE .",NO
77280,in ukraine and moldova 300 out of 10 000 people suffer from tuberculosis .,IN UKRAINE AND MOLDOVA 300 OUT 10 000 PEOPLE SUFFER FROM TUBERCULOSIS .,NO
77309,and we can finally recognise that you cannot achieve maternal health without women's rights .,AND X-WE CAN DESC-FINALLY RECOGNIZE THAT X-YOU CAN DESC-NOT ACHIEVE MATERNAL HEALTH WITHOUT WOMAN X-POSS RIGHTS .,NO
77346,my memory sadly escapes me it is something to do with age .,X-MY MEMORY DESC-SADLY ESCAPE X-I X-IT BE SOMETHING TO DO WITH AGE .,YES
77631,"many deaths have been recorded , while the health of thousands of people is at risk .","DESC-MANY DEATH HAVE BE RECORD , WHILE HEALTH THOUSAND PEOPLE BE AT RISK .",NO
77704,the tragedy has been explained in accordance with a familiar formula the mental instability of the murderer .,TRAGEDY HAVE BE EXPLAIN IN ACCORDANCE WITH DESC-FAMILIAR FORMULUM DESC-MENTAL INSTABILITY MURDERER .,NO
77706,the diagnosis was made almost as soon as the investigation began .,DIAGNOSIS BE MAKE DESC-ALMOST AS DESC-SOON AS INVESTIGATION BEGIN .,YES
77839,it will contain many more prevention mechanisms in the face of what may be systemic risks .,X-IT WILL CONTAIN DESC-MANY MORE PREVENTION MECHANISM IN FACE WHAT MAY BE DESC-SYSTEMIC RISK .,NO
78298,securing these rights will make a fundamental difference to the lives of our blind and partially sighted fellow citizens .,DESC-SECURE SE RIGHTS WILL MAKE DESC-FUNDAMENTAL DIFFERENCE TO LIFE X-WE DESC-BLIND AND DESC-PARTIALLY SIGHT FELLOW CITIZEN .,NO
78299,"this will allow physically disabled people to travel independently around europe , improving their quality of life .","THIS WILL ALLOW DESC-PHYSICALLY DESC-DISABLED PEOPLE TO TRAVEL DESC-INDEPENDENTLY AROUND EUROPE , IMPROVE X-Y QUALITY LIFE .",NO
78462,that carriers need to heed the appropriate access conditions for people with disabilities and those with restricted mobility,THAT CARRIER NEED TO HEED DESC-APPROPRIATE ACCESS CONDITION FOR PEOPLE WITH DISABILITY AND THOSE WITH RESTRICT MOBILITY,NO
78463,these services should also be accessible to people with disabilities,SE SERVICE SHOULD DESC-ALSO BE DESC-ACCESSIBLE TO PEOPLE WITH DISABILITY,NO
78686,"we must therefore totally separate bio waste from standard waste , which is the worst solution in the long term .","X-WE MUST DESC-REFORE DESC-TOTALLY DESC-SEPARATE BIO WASTE FROM STANDARD WASTE , WHICH BE DESC-WORST SOLUTION IN DESC-LONG TERM .",NO
78688,"finally , there is a great diversity between the member states in terms of the current management of bio waste .","DESC-FINALLY , DESC-RE BE DESC-GREAT DIVERSITY BETWEEN MEMBER STATE IN TERM DESC-CURRENT MANAGEMENT BIO WASTE .",NO
78692,the new legislation should stipulate the requirement for a system of selective bio waste collection and recycling .,DESC-NEW LEGISLATION SHOULD STIPULATE REQUIREMENT FOR SYSTEM DESC-SELECTIVE BIO WASTE COLLECTION AND RECYCLE .,NO
78695,current legislation in terms of bio waste does not answer the requirements of the material's regulation .,DESC-CURRENT LEGISLATION IN TERM BIO WASTE DO DESC-NOT ANSWER REQUIREMENT MATERIAL X-POSS REGULATION .,NO
78821,i think you had an urgent appointment .,X-I THINK X-YOU HAVE DESC-URGENT APPOINTMENT .,YES
78988,i have myself believed in precautionary measures for a long time .,X-I HAVE X-MYSELF BELIEVE IN DESC-PRECAUTIONARY MEASURE FOR DESC-LONG TIME .,NO
79106,mrs bowles reminded us of the need for early intervention measures .,MR BOWLE REMIND X-WE NEED FOR DESC-EARLY INTERVENTION MEASURE .,NO
79430,"innovation is all well and good , but not at the expense of human life and health .","INNOVATION BE ALL DESC-WELL AND DESC-GOOD , BUT DESC-NOT AT EXPENSE DESC-HUMAN LIFE AND HEALTH .",NO
79434,"consumers always love novelty , and indeed new technologies can help us combat obesity , for example .","CONSUMER DESC-ALWAYS LOVE NOVELTY , AND DESC-INDEED DESC-NEW TECHNOLOGY CAN HELP X-WE COMBAT OBESITY , FOR EXAMPLE .",NO
79435,a food should not reach our plates unless its safety is guaranteed .,FOOD SHOULD DESC-NOT REACH X-WE PLATE UNLESS X-ITS SAFETY BE GUARANTEE .,NO
79437,"cloned animals are often crippled or diseased , and most are not even alive when they are born .","CLONE ANIMAL BE DESC-OFTEN CRIPPLE OR DESC-DISEASED , AND MOST BE DESC-NOT DESC-EVEN DESC-ALIVE WHEN X-Y BE BEAR .",NO
79450,the effects of nanomaterials on the human body are unknown .,EFFECT NANOMATERIAL ON DESC-HUMAN BODY BE UNKNOWN .,NO
79460,can these things affect our health ?,CAN SE THING AFFECT X-WE HEALTH ?,NO
79461,"if so , should they therefore be included in a regulation on medicinal products ?","IF DESC-SO , SHOULD X-Y DESC-REFORE BE INCLUDE IN REGULATION ON MEDICINAL PRODUCT ?",NO
79468,the precise purpose of these regulations is to safeguard food safety and human health .,DESC-PRECISE PURPOSE SE REGULATION BE TO SAFEGUARD FOOD SAFETY AND DESC-HUMAN HEALTH .,NO
79480,cloned animals suffer .,CLONE ANIMAL SUFFER .,NO
79481,they often need to be put to sleep because they have terrible diseases .,X-Y DESC-OFTEN NEED TO BE PUT TO SLEEP BECAUSE X-Y HAVE DESC-TERRIBLE DISEASE .,YES
79489,this would not conform to the concept of the internal market and the uniformity of health and living conditions .,THIS WOULD DESC-NOT CONFORM TO CONCEPT DESC-INTERNAL MARKET AND UNIFORMITY HEALTH AND LIVE CONDITION .,NO
79491,a great deal has already been said about meat from cloned animals .,DESC-GREAT DEAL HAVE DESC-ALREADY BE SAY ABOUT MEAT FROM CLONE ANIMAL .,NO
79492,"i would like you , commissioner , to remove this section from the novel foods regulation .","X-I WOULD LIKE X-YOU , COMMISSIONER , TO REMOVE THIS SECTION FROM NOVEL FOOD REGULATION .",NO
79497,this is how we can recognise the benefits of certain healthier novel foods .,THIS BE HOW X-WE CAN RECOGNIZE BENEFIT DESC-CERTAIN HEALTHIER NOVEL FOOD .,NO
79500,do we not already have enough rules governing food ?,DO X-WE DESC-NOT DESC-ALREADY HAVE DESC-ENOUGH RULE GOVERN FOOD ?,NO
79510,there are major doubts at the moment surrounding the safety of meat derived from cloned animals .,DESC-RE BE DESC-MAJOR DOUBT AT MOMENT SURROUND SAFETY MEAT DERIVE FROM CLONE ANIMAL .,NO
79511,these animals have suffered premature ageing or other diseases .,SE ANIMAL HAVE SUFFER DESC-PREMATURE AGEING OR DESC-OR DISEASE .,NO
79512,most cloned organisms have not survived or have died prematurely .,MOST CLONE ORGANISM HAVE DESC-NOT SURVIVE OR HAVE DIE DESC-PREMATURELY .,NO
79521,consumers will reject novel foods if they cannot be certain that what we are offering is indeed safe .,CONSUMER WILL REJECT NOVEL FOOD IF X-Y CAN DESC-NOT BE DESC-CERTAIN THAT WHAT X-WE BE OFFER BE DESC-INDEED DESC-SAFE .,NO
79538,this will take account of the high level of health protection in the european union .,THIS WILL TAKE ACCOUNT DESC-HIGH LEVEL HEALTH PROTECTION IN EUROPEAN UNION .,NO
79552,"in europe , we need well developed and researched products which we can guarantee are safe for human consumption .","IN EUROPE , X-WE NEED DESC-WELL DEVELOP AND RESEARCH PRODUCT WHICH X-WE CAN GUARANTEE BE DESC-SAFE FOR DESC-HUMAN CONSUMPTION .",NO
79561,it took centuries to work out that penicillin could come from mould .,X-IT TAKE CENTURY TO WORK OUT THAT PENICILLIN COULD COME FROM MOULD .,NO
79565,the safety assessment would be carried out by efsa and the authorisation decision taken by the commission .,SAFETY ASSESSMENT WOULD BE CARRY OUT BY EFSA AND AUTHORISATION DECISION TAKE BY COMMISSION .,NO
79570,"animals , moreover , should not suffer for human health .","ANIMAL , DESC-MOREOVER , SHOULD DESC-NOT SUFFER FOR DESC-HUMAN HEALTH .",NO
79620,this is the least we must do for the sake of human health and the environment .,THIS BE DESC-LEAST X-WE MUST DO FOR SAKE DESC-HUMAN HEALTH AND ENVIRONMENT .,NO
79798,they need to be genuinely effective in the prevention of malpractice .,X-Y NEED TO BE DESC-GENUINELY DESC-EFFECTIVE IN PREVENTION MALPRACTICE .,NO
80150,many active ingredients are prohibited in europe .,DESC-MANY DESC-ACTIVE INGREDIENT BE PROHIBIT IN EUROPE .,NO
80319,he is in intensive care in hospital in mitrovica .,X-HE BE IN DESC-INTENSIVE CARE IN HOSPITAL IN MITROVICA .,YES
80320,let us wish him a quick and full recovery and express to him our full political and human support .,LET X-WE WISH X-HE DESC-QUICK AND DESC-FULL RECOVERY AND DESC-EXPRESS TO X-HE X-WE DESC-FULL DESC-POLITICAL AND DESC-HUMAN SUPPORT .,NO
80324,"together with this parliament , I wish him a very speedy recovery .","DESC-TOGER WITH THIS PARLIAMENT , X-I WISH X-HE DESC-VERY DESC-SPEEDY RECOVERY .",YES
80327,"aids / hiv in view of the xviii international aids conference vienna july 18 23 , 2010","AID HIV IN VIEW XVIUS X-I DESC-INTERNATIONAL AID CONFERENCE VIENNA JULY 18 23 , 2010",NO
